Name,CustomerID,Age,Marital Status,Gender,Ethnicity,Education
Barrie,5753-QQWPWA,40,Unmarried,Female,Asian,Master
Dibella,5753-QQWPWC,25,Unmarried,Male,African American,Senior Secondary
Wilson,5753-QQWPWH,65,Married,Male,Caucasian,Elementary
 Michael Jayden,5753-QQWPWX,50,Married,Female,Caucasian,Elementary
Vance Paramore,5756-JYOJT,31,Unmarried,Male,African American,Master
Barry,5756-JYOJTA,60,Unmarried,Female,Asian,Bachelor
Millican,5756-JYOJTC,28,Married,Male,Asian,Bachelor
Curtis,5756-JYOJTH,41,Married,Male,African American,Master
 Daniel Matthew,5756-JYOJTX,66,Unmarried,Male,Caucasian,Bachelor
Pilar Honea,5756-OZRIO,37,Married,Female,Caucasian,Elementary
Basia,5756-OZRIOA,37,Married,Female,African American,Bachelor
Carraway,5756-OZRIOC,84,Married,Male,Caucasian,Senior Secondary
Felix,5756-OZRIOH,48,Married,Female,Caucasian,Bachelor
 Henry Lucas,5756-OZRIOX,86,Unmarried,Female,Caucasian,Senior Secondary
Hilary Mcpeak,5759-RCVCB,86,Married,Male,Caucasian,Bachelor
Bathsheba,5759-RCVCBA,35,Married,Female,Asian,Senior Secondary
Rubalcaba,5759-RCVCBC,59,Married,Male,Asian,Elementary
Maurice,5759-RCVCBH,33,Unmarried,Female,Caucasian,Senior High School
 Jackson David,5759-RCVCBX,25,Married,Female,Caucasian,Bachelor
Madlyn Wykoff,5760-FXFVO,60,Married,Male,African American,Bachelor
Batsheva,5760-FXFVOA,45,Unmarried,Male,African American,Master
Thiele,5760-FXFVOC,63,Married,Female,African American,Senior Secondary
Alva,5760-FXFVOH,41,Married,Female,African American,Bachelor
 Sebastian Jackson,5760-FXFVOX,42,Unmarried,Male,Caucasian,Doctorate
Walker Reich,5760-IFJOZ,82,Married,Female,African American,Doctorate
Bea,5760-IFJOZA,36,Unmarried,Female,Caucasian,Bachelor
Applebee,5760-IFJOZC,34,Married,Male,African American,Bachelor
Elijah,5760-IFJOZH,69,Unmarried,Female,Asian,Bachelor
 Aiden Joseph,5760-IFJOZX,74,Married,Female,Asian,Bachelor
Rose Rikard,5760-WRAHC,47,Married,Male,African American,Senior Secondary
Beatrice,5760-WRAHCA,55,Married,Male,African American,Bachelor
Chace,5760-WRAHCC,74,Unmarried,Female,African American,Master
Christopher,5760-WRAHCH,32,Married,Female,African American,Bachelor
 Matthew Anthony,5760-WRAHCX,62,Unmarried,Female,African American,High School
Reginald Cao,5762-TJXGK,47,Unmarried,Female,Caucasian,Senior Secondary
Beatrisa,5762-TJXGKA,42,Married,Female,Caucasian,Senior High School
Albee,5762-TJXGKC,53,Married,Male,African American,Senior Secondary
Owen,5762-TJXGKH,74,Married,Male,Caucasian,Doctorate
 Samuel Samuel,5762-TJXGKX,72,Unmarried,Male,Caucasian,Master
Chantel Keitt,5766-FTRTS,32,Married,Male,African American,Doctorate
Beatrix,5766-FTRTSA,43,Married,Female,African American,Elementary
Helmers,5766-FTRTSC,25,Married,Male,African American,Senior Secondary
Austin,5766-FTRTSH,47,Married,Female,Caucasian,Bachelor
 David Joshua,5766-FTRTSX,37,Married,Female,Asian,Bachelor
Kit Than,5766-XQXMQ,46,Married,Female,Asian,Master
Beatriz,5766-XQXMQA,38,Married,Female,Asian,Master
Chastain,5766-XQXMQC,83,Married,Male,African American,Elementary
Clark,5766-XQXMQH,77,Unmarried,Male,Caucasian,Master
 Joseph Gabriel,5766-XQXMQX,84,Married,Female,Caucasian,Senior Secondary
Terina Cimino,5766-ZJYBB,34,Unmarried,Male,Asian,Senior Secondary
Beau,5766-ZJYBBA,57,Married,Male,African American,Bachelor
Harriston,5766-ZJYBBC,70,Unmarried,Male,Caucasian,Elementary
Max,5766-ZJYBBH,53,Unmarried,Male,Caucasian,Senior High School
 Carter Andrew,5766-ZJYBBX,45,Married,Male,Caucasian,Bachelor
Clelia Jeffords,5774-QPLTF,51,Unmarried,Male,Caucasian,Master
Bebe,5774-QPLTFA,59,Unmarried,Female,African American,Senior High School
Shedd,5774-QPLTFC,49,Unmarried,Female,African American,Bachelor
Asa,5774-QPLTFH,65,Married,Female,Asian,Master
 Owen John,5774-QPLTFX,37,Unmarried,Female,Caucasian,Master
Jeanmarie Stutes,5774-XZTQC,66,Married,Female,Asian,Elementary
Becca,5774-XZTQCA,53,Married,Female,Asian,Elementary
Murry,5774-XZTQCC,55,Married,Male,Asian,Senior High School
Emmett,5774-XZTQCH,67,Married,Female,African American,Elementary
 Wyatt Christopher,5774-XZTQCX,71,Unmarried,Male,African American,Master
Sharron Afanador,5777-KJIRB,47,Unmarried,Male,Caucasian,Bachelor
Becka,5777-KJIRBA,62,Married,Male,Asian,Secondary
Obey,5777-KJIRBC,69,Married,Male,Caucasian,Senior High School
Fredrick,5777-KJIRBH,47,Married,Male,Caucasian,Master
 John Oliver,5777-KJIRBX,66,Unmarried,Female,African American,Bachelor
Alycia Dorner,5777-ZPQNC,41,Unmarried,Female,African American,High School
Becki,5777-ZPQNCA,62,Unmarried,Female,Caucasian,Master
Colella,5777-ZPQNCC,67,Married,Male,African American,Doctorate
Russell,5777-ZPQNCH,40,Married,Female,Asian,Master
 Jack Dylan,5777-ZPQNCX,46,Married,Male,Caucasian,Bachelor
Debora Olszewski,5778-BVOFB,56,Unmarried,Female,Asian,Master
Beckie,5778-BVOFBA,68,Married,Female,African American,Elementary
Kirsch,5778-BVOFBC,54,Married,Male,African American,Master
Virgil,5778-BVOFBH,68,Unmarried,Female,Caucasian,Master
 Luke Carter,5778-BVOFBX,59,Unmarried,Male,Caucasian,Master
Octavia Kyser,5780-INQIK,49,Unmarried,Male,African American,Senior Secondary
Becky,5780-INQIKA,30,Unmarried,Male,Caucasian,Master
Liz,5780-INQIKC,41,Married,Male,Caucasian,Senior Secondary
Winfield,5780-INQIKH,78,Married,Male,Caucasian,Doctorate
 Jayden Isaac,5780-INQIKX,32,Married,Male,Asian,Doctorate
Krysten Armistead,5781-BKHOP,44,Unmarried,Male,Caucasian,Bachelor
Bee,5781-BKHOPA,80,Seperated,Male,Asian,Bachelor
Boatman,5781-BKHOPC,65,Unmarried,Female,Caucasian,Elementary
Mose,5781-BKHOPH,62,Unmarried,Male,Asian,Master
 Dylan Luke,5781-BKHOPX,85,Unmarried,Female,Asian,Master
Aliza Kilgore,5781-RFZRP,68,Unmarried,Female,Asian,Doctorate
Beilul,5781-RFZRPA,85,Married,Male,Asian,Bachelor
Buzzard,5781-RFZRPC,50,Unmarried,Female,Caucasian,Master
Timothy,5781-RFZRPH,31,Unmarried,Female,African American,Master
 Grayson Henry,5781-RFZRPX,44,Married,Male,Asian,Master
Kimberley Tucci,5787-KXGIY,61,Unmarried,Male,Asian,Senior High School
Beitris,5787-KXGIYA,76,Unmarried,Male,African American,Bachelor
Matta,5787-KXGIYC,37,Married,Male,Caucasian,Doctorate
Rudolph,5787-KXGIYH,60,Unmarried,Male,Asian,Senior Secondary
 Levi Owen,5787-KXGIYX,46,Married,Male,Caucasian,Elementary
Tamie Immel,5788-YPOEG,58,Unmarried,Female,Caucasian,Master
Bekki,5788-YPOEGA,75,Married,Male,African American,Master
Melody,5788-YPOEGC,72,Unmarried,Male,African American,Master
Edmund,5788-YPOEGH,85,Unmarried,Male,African American,Senior High School
 Isaac Ryan,5788-YPOEGX,61,Unmarried,Male,Caucasian,Elementary
Inge Mcandrews,5789-LDFXO,69,Unmarried,Male,Caucasian,Doctorate
Bel,5789-LDFXOA,31,Married,Male,Asian,Elementary
Letsinger,5789-LDFXOC,31,Unmarried,Male,Asian,Master
Harley,5789-LDFXOH,35,Married,Male,African American,Master
 Gabriel Nathan,5789-LDFXOX,49,Married,Male,African American,Master
Malika Ogg,5791-KAJFD,71,Unmarried,Male,Caucasian,Secondary
Belia,5791-KAJFDA,85,Unmarried,Male,Asian,Master
Coyle,5791-KAJFDC,51,Married,Female,Asian,Master
Harrison,5791-KAJFDH,56,Married,Female,Caucasian,Senior Secondary
 Julian Wyatt,5791-KAJFDX,48,Unmarried,Female,Caucasian,Senior Secondary
Ozie Mccumber,5792-JALQC,67,Unmarried,Male,Caucasian,Master
Belicia,5792-JALQCA,34,Unmarried,Female,African American,Master
Mund,5792-JALQCC,51,Married,Male,African American,Elementary
Jeff,5792-JALQCH,25,Unmarried,Female,Caucasian,Bachelor
 Mateo Caleb,5792-JALQCX,53,Married,Male,Asian,Bachelor
Mollie Krasner,5793-YOLJN,64,Unmarried,Male,Asian,Master
Belinda,5793-YOLJNA,65,Married,Female,African American,Elementary
Matteo,5793-YOLJNC,31,Seperated,Female,Caucasian,Master
Orville,5793-YOLJNH,67,Married,Female,Caucasian,Bachelor
 Anthony Sebastian,5793-YOLJNX,83,Married,Male,African American,Master
Kasha Oceguera,5795-BKOYE,71,Unmarried,Male,Caucasian,Master
Belita,5795-BKOYEA,58,Unmarried,Female,Caucasian,Bachelor
Underhill,5795-BKOYEC,78,Unmarried,Female,Caucasian,Senior Secondary
Irving,5795-BKOYEH,26,Unmarried,Male,Asian,Master
 Jaxon Jack,5795-BKOYEX,63,Married,Female,African American,Senior High School
Odelia Verne,5795-KTGUD,75,Married,Female,Caucasian,Doctorate
Bell,5795-KTGUDA,76,Married,Male,Asian,Senior High School
Ames,5795-KTGUDC,40,Unmarried,Male,African American,Doctorate
Andy,5795-KTGUDH,73,Unmarried,Female,Asian,Bachelor
 Lincoln Christian,5795-KTGUDX,67,Married,Male,Asian,Elementary
Valencia Jimison,5797-APWZC,40,Unmarried,Female,African American,Senior Secondary
Bella,5797-APWZCA,57,Unmarried,Male,Caucasian,Master
Katzman,5797-APWZCC,42,Married,Male,Asian,Master
Ellis,5797-APWZCH,62,Unmarried,Female,Asian,Doctorate
 Joshua Jonathan,5797-APWZCX,64,Married,Female,Asian,Bachelor
Janeth Montag,5799-JRCZO,37,Married,Female,African American,Senior High School
Bellamy,5799-JRCZOA,40,Unmarried,Male,Caucasian,Elementary
Berger,5799-JRCZOC,25,Married,Male,Caucasian,Bachelor
Lemuel,5799-JRCZOH,49,Unmarried,Male,Caucasian,Doctorate
 Christopher Julian,5799-JRCZOX,66,Unmarried,Female,African American,Senior Secondary
Matha Siegfried,5802-ADBRC,36,Married,Male,African American,Bachelor
Bellanca,5802-ADBRCA,25,Unmarried,Male,Caucasian,Senior Secondary
Buser,5802-ADBRCC,35,Married,Female,Caucasian,Bachelor
Monroe,5802-ADBRCH,75,Married,Female,African American,Master
 Andrew Landon,5802-ADBRCX,75,Married,Male,Caucasian,Bachelor
Stanton Venema,5803-NQJZO,33,Married,Male,Caucasian,Senior Secondary
Belle,5803-NQJZOA,54,Married,Male,Caucasian,Elementary
Fail,5803-NQJZOC,37,Unmarried,Female,Asian,Elementary
Anton,5803-NQJZOH,25,Married,Female,Caucasian,Master
 Theodore Levi,5803-NQJZOX,42,Unmarried,Male,African American,Senior Secondary
Verlie Schreiber,5804-HYIEZ,86,Married,Male,Caucasian,Senior Secondary
Bellina,5804-HYIEZA,39,Married,Male,Caucasian,Doctorate
Canton,5804-HYIEZC,69,Unmarried,Male,Caucasian,Master
Joel,5804-HYIEZH,77,Unmarried,Male,Asian,Elementary
 Caleb Isaiah,5804-HYIEZX,42,Unmarried,Male,African American,Master
Sherie Cappiello,5804-JMYIO,42,Married,Female,Caucasian,Senior Secondary
Belva,5804-JMYIOA,47,Unmarried,Male,Caucasian,Senior High School
Risk,5804-JMYIOC,79,Unmarried,Female,African American,Master
Manuel,5804-JMYIOH,66,Unmarried,Female,Asian,Master
 Ryan Hunter,5804-JMYIOX,59,Unmarried,Female,African American,Master
Cortney Armitage,5804-LEPIM,40,Married,Male,Asian,Bachelor
Belvia,5804-LEPIMA,67,Unmarried,Female,Caucasian,Bachelor
Osby,5804-LEPIMC,79,Unmarried,Female,African American,Bachelor
Marvin,5804-LEPIMH,84,Married,Female,Asian,Elementary
 Asher Aaron,5804-LEPIMX,67,Married,Male,Asian,Master
Andera Lanford,5808-TOTXO,43,Married,Female,Asian,Master
Bendite,5808-TOTXOA,42,Divorced,Female,Caucasian,Secondary
Browder,5808-TOTXOC,65,Unmarried,Female,Caucasian,Senior Secondary
Pete,5808-TOTXOH,77,Married,Male,Caucasian,Master
 Nathan Thomas,5808-TOTXOX,81,Unmarried,Male,Caucasian,Doctorate
Launa Chauncey,5811-IWXYM,56,Unmarried,Male,African American,Bachelor
Benedetta,5811-IWXYMA,79,Married,Female,Caucasian,Doctorate
Morrisey,5811-IWXYMC,71,Married,Female,Asian,Senior Secondary
Vernon,5811-IWXYMH,47,Unmarried,Female,Caucasian,Doctorate
 Thomas Charles,5811-IWXYMX,36,Unmarried,Female,African American,Master
Classie Lurry,5813-UECBU,67,Married,Female,Caucasian,Bachelor
Benedicta,5813-UECBUA,64,Married,Female,African American,Senior High School
Uzzle,5813-UECBUC,48,Married,Female,Caucasian,Master
Marshall,5813-UECBUH,52,Married,Male,Caucasian,Bachelor
 Leo Eli,5813-UECBUX,76,Married,Male,Caucasian,Senior High School
Lynna Toller,5815-HGGHV,82,Unmarried,Male,Asian,Master
Benedikta,5815-HGGHVA,36,Married,Male,Asian,Bachelor
Macrae,5815-HGGHVC,37,Unmarried,Female,Asian,Bachelor
Nicholas,5815-HGGHVH,76,Married,Male,Caucasian,Senior Secondary
 Charles Jaxon,5815-HGGHVX,60,Unmarried,Female,Caucasian,Senior High School
Tama Shedd,5816-JMLGY,36,Unmarried,Female,Caucasian,Senior Secondary
Benetta,5816-JMLGYA,54,Unmarried,Female,Caucasian,Elementary
Labrie,5816-JMLGYC,75,Unmarried,Female,Asian,Master
Ike,5816-JMLGYH,78,Married,Male,Asian,Elementary
 Josiah Connor,5816-JMLGYX,62,Married,Female,African American,Doctorate
Shondra Chadburn,5816-QVHRX,86,Unmarried,Male,Caucasian,Senior Secondary
Benita,5816-QVHRXA,38,Married,Female,Caucasian,Senior Secondary
Roehrig,5816-QVHRXC,46,Married,Male,Caucasian,Senior Secondary
Mathew,5816-QVHRXH,80,Unmarried,Male,Caucasian,Elementary
 Hudson Nicholas,5816-QVHRXX,45,Unmarried,Female,Caucasian,High School
Chara Armes,5816-SCGFC,70,Married,Female,Asian,Doctorate
Benni,5816-SCGFCA,66,Married,Female,Asian,Elementary
Tiffany,5816-SCGFCC,52,Married,Female,Caucasian,High School
Ora,5816-SCGFCH,77,Married,Female,Asian,Master
 Christian Jeremiah,5816-SCGFCX,52,Married,Female,African American,Master
Alvin Eden,5820-PTRYM,64,Married,Male,Asian,Doctorate
Bennie,5820-PTRYMA,31,Married,Female,African American,Master
Clow,5820-PTRYMC,53,Married,Female,Caucasian,Senior High School
Christian,5820-PTRYMH,65,Married,Female,Caucasian,Senior Secondary
 Hunter Grayson,5820-PTRYMX,25,Married,Female,African American,Senior Secondary
Enid Gipe,5821-MMEIL,71,Married,Male,Asian,Master
Benny,5821-MMEILA,45,Unmarried,Male,Caucasian,High School
Angles,5821-MMEILC,31,Married,Female,African American,Bachelor
Emery,5821-MMEILH,47,Married,Female,Asian,Bachelor
 Connor Cameron,5821-MMEILX,60,Unmarried,Female,Caucasian,Master
Gudrun Studivant,5825-XJOCM,71,Married,Female,African American,Senior High School
Benoite,5825-XJOCMA,47,Unmarried,Female,Caucasian,Master
Bogner,5825-XJOCMC,25,Married,Male,Asian,Bachelor
Newton,5825-XJOCMH,45,Unmarried,Female,Caucasian,Master
 Eli Brayden,5825-XJOCMX,45,Married,Female,Caucasian,Master
Shameka Goetsch,5827-MWCZK,48,Unmarried,Male,Asian,Doctorate
Berenice,5827-MWCZKA,86,Married,Female,Asian,Elementary
Lovitt,5827-MWCZKC,84,Unmarried,Female,Caucasian,Secondary
Chris,5827-MWCZKH,33,Married,Female,African American,Bachelor
 Ezra Adrian,5827-MWCZKX,62,Unmarried,Female,Caucasian,Bachelor
Gwendolyn Arent,5828-AVIPD,40,Unmarried,Female,Caucasian,Senior Secondary
Beret,5828-AVIPDA,38,Unmarried,Female,African American,Bachelor
Bouie,5828-AVIPDC,80,Married,Female,Caucasian,Master
Clayton,5828-AVIPDH,33,Married,Male,Caucasian,Master
 Aaron Evan,5828-AVIPDX,59,Unmarried,Male,African American,Bachelor
Alida Vanderford,5828-DWPIL,47,Married,Female,Caucasian,Master
Berget,5828-DWPILA,66,Married,Female,Caucasian,Bachelor
Girard,5828-DWPILC,76,Married,Female,African American,Elementary
Pearl,5828-DWPILH,60,Unmarried,Female,African American,Senior Secondary
 Landon Jordan,5828-DWPILX,86,Married,Female,Caucasian,Senior High School
Virgilio Agron,5829-NVSQN,59,Married,Female,Asian,Master
Berna,5829-NVSQNA,52,Unmarried,Female,Caucasian,Bachelor
Steinert,5829-NVSQNC,40,Unmarried,Female,Caucasian,Bachelor
Wade,5829-NVSQNH,72,Married,Male,Asian,Senior Secondary
 Adrian Josiah,5829-NVSQNX,58,Married,Male,Caucasian,Master
Angeline Spinelli,5832-EXGTT,40,Unmarried,Male,Caucasian,Master
Bernadene,5832-EXGTTA,26,Married,Female,African American,Senior Secondary
Boyce,5832-EXGTTC,75,Married,Female,Caucasian,Senior Secondary
Augustus,5832-EXGTTH,41,Married,Female,African American,Master
 Jonathan Angel,5832-EXGTTX,67,Unmarried,Female,Asian,Elementary
Shawanda Guidroz,5832-TRLPB,40,Married,Female,Asian,Senior Secondary
Bernadette,5832-TRLPBA,34,Unmarried,Male,Caucasian,Elementary
Everts,5832-TRLPBC,42,Unmarried,Male,Asian,Elementary
Columbus,5832-TRLPBH,58,Married,Female,Caucasian,Bachelor
 Nolan Robert,5832-TRLPBX,68,Unmarried,Female,African American,High School
Geneva Tann,5832-XKAES,45,Married,Female,Asian,Elementary
Bernadina,5832-XKAESA,65,Unmarried,Female,African American,Senior Secondary
Havlik,5832-XKAESC,72,Seperated,Female,Caucasian,Bachelor
Scott,5832-XKAESH,66,Unmarried,Female,African American,Master
 Jeremiah Gavin,5832-XKAESX,75,Married,Female,Asian,Bachelor
Tuyet Winner,5834-ASPWA,42,Married,Female,Caucasian,Senior Secondary
Bernadine,5834-ASPWAA,53,Unmarried,Female,Asian,Master
Lessman,5834-ASPWAC,84,Married,Female,Caucasian,Master
Bob,5834-ASPWAH,47,Unmarried,Male,Asian,Bachelor
 Easton Tyler,5834-ASPWAX,26,Married,Female,Caucasian,Bachelor
Willa Gitlin,5835-BEQEU,70,Married,Female,Asian,Senior Secondary
Bernardina,5835-BEQEUA,47,Married,Male,Caucasian,Bachelor
Pritt,5835-BEQEUC,51,Unmarried,Female,African American,Senior Secondary
Solomon,5835-BEQEUH,39,Married,Male,Caucasian,Elementary
 Elias Austin,5835-BEQEUX,54,Married,Male,Caucasian,Elementary
Geoffrey Williamson,5837-LXSDN,40,Unmarried,Female,African American,Senior Secondary
Bernardine,5837-LXSDNA,35,Married,Female,Caucasian,Senior Secondary
Hoffman,5837-LXSDNC,76,Married,Male,Caucasian,Master
Emanuel,5837-LXSDNH,57,Unmarried,Female,Asian,Master
 Colton Colton,5837-LXSDNX,47,Unmarried,Female,African American,Master
Wenona Ruse,5839-SUYVZ,84,Unmarried,Female,African American,Senior Secondary
Bernelle,5839-SUYVZA,25,Unmarried,Female,Caucasian,Master
Pasco,5839-SUYVZC,76,Married,Female,African American,Master
Nathaniel,5839-SUYVZH,66,Unmarried,Female,Caucasian,Elementary
 Cameron Jose,5839-SUYVZX,55,Married,Male,Asian,Master
Rodger Vassell,5840-NVDCG,55,Married,Male,Caucasian,Master
Bernete,5840-NVDCGA,39,Married,Male,Caucasian,Senior High School
Lampman,5840-NVDCGC,25,Unmarried,Male,Caucasian,Senior Secondary
Riley,5840-NVDCGH,44,Married,Male,Caucasian,Elementary
 Carson Dominic,5840-NVDCGX,84,Unmarried,Female,Caucasian,Master
Vernie Engstrom,5842-POCOP,79,Unmarried,Female,Caucasian,Doctorate
Bernetta,5842-POCOPA,54,Married,Male,Caucasian,Master
Lueras,5842-POCOPC,71,Unmarried,Male,Caucasian,High School
Sherman,5842-POCOPH,64,Unmarried,Female,African American,Senior Secondary
 Robert Brandon,5842-POCOPX,60,Married,Female,African American,Master
Elizebeth Vincelette,5843-TTHGI,49,Unmarried,Female,Asian,Senior Secondary
Bernette,5843-TTHGIA,48,Unmarried,Male,African American,Elementary
Thakkar,5843-TTHGIC,62,Married,Male,African American,Bachelor
Glenn,5843-TTHGIH,49,Unmarried,Male,Asian,Elementary
 Angel Ian,5843-TTHGIX,40,Married,Male,Caucasian,Secondary
Veda Reitzel,5844-QVTAT,49,Unmarried,Female,Caucasian,Doctorate
Berni,5844-QVTATA,46,Married,Male,Caucasian,Senior Secondary
Spagnolo,5844-QVTATC,44,Unmarried,Male,African American,Doctorate
Johnnie,5844-QVTATH,37,Unmarried,Male,Caucasian,Elementary
 Maverick Lincoln,5844-QVTATX,29,Unmarried,Female,Asian,Secondary
Roosevelt Kos,5845-BZZIB,60,Unmarried,Male,Caucasian,Bachelor
Bernice,5845-BZZIBA,75,Unmarried,Male,African American,Bachelor
Lightford,5845-BZZIBC,41,Married,Male,Caucasian,Bachelor
Juan,5845-BZZIBH,47,Unmarried,Male,African American,Doctorate
 Nicholas Hudson,5845-BZZIBX,37,Unmarried,Male,Caucasian,Doctorate
Kallie Swanson,5846-ABOBJ,40,Married,Female,African American,Bachelor
Bernie,5846-ABOBJA,53,Unmarried,Female,Caucasian,Senior Secondary
Farias,5846-ABOBJC,60,Unmarried,Male,Caucasian,Bachelor
Marcus,5846-ABOBJH,79,Married,Female,African American,Master
 Dominic Kevin,5846-ABOBJX,45,Married,Female,Caucasian,Senior Secondary
Sharen Trull,5846-NEQVZ,38,Married,Female,Caucasian,Doctorate
Bernita,5846-NEQVZA,78,Married,Female,African American,Bachelor
Dangelo,5846-NEQVZC,83,Unmarried,Male,Caucasian,Master
Ollie,5846-NEQVZH,79,Married,Male,African American,Master
 Jaxson Zachary,5846-NEQVZX,38,Married,Female,Asian,Doctorate
Tynisha Monsen,5846-QFDFI,86,Married,Male,Caucasian,Senior High School
Berny,5846-QFDFIA,49,Married,Male,Caucasian,Bachelor
Dunneback,5846-QFDFIC,61,Unmarried,Male,Caucasian,Senior Secondary
Enoch,5846-QFDFIH,84,Married,Female,Caucasian,Master
 Adam Adam,5846-QFDFIX,41,Unmarried,Female,African American,Doctorate
Marcell Terrell,5847-MXBEO,54,Married,Female,African American,Master
Berri,5847-MXBEOA,33,Unmarried,Female,African American,Senior High School
Denker,5847-MXBEOC,74,Married,Female,Caucasian,Master
Ezra,5847-MXBEOH,56,Unmarried,Male,Caucasian,Senior Secondary
 Ian Mateo,5847-MXBEOX,30,Unmarried,Female,Caucasian,Master
Tambra Houseknecht,5848-FHRFC,43,Unmarried,Male,African American,Senior Secondary
Berrie,5848-FHRFCA,73,Married,Female,Caucasian,Master
Fenstermaker,5848-FHRFCC,75,Married,Male,Caucasian,Senior Secondary
Mike,5848-FHRFCH,34,Married,Male,Caucasian,Master
 Austin Jason,5848-FHRFCX,73,Married,Male,Asian,Master
Houston Teamer,5849-ASHZJ,85,Unmarried,Female,Asian,Master
Berry,5849-ASHZJA,25,Married,Male,Asian,Master
Raminez,5849-ASHZJC,51,Unmarried,Female,Caucasian,Senior Secondary
Steve,5849-ASHZJH,85,Married,Male,Caucasian,Senior Secondary
 Santiago Chase,5849-ASHZJX,56,Unmarried,Female,Asian,Doctorate
Tobie Lajeunesse,5850-BDWCY,37,Unmarried,Female,Caucasian,Doctorate
